Date,raw_score,prob_up,threshold,threshold_exit,threshold_score_gate,threshold_low,threshold_high,side,score_coverage,selected_factor_count,Forward_Return,Target_Up,Set,forward_return,turnover,gross_return,cost_drag,net_return,equity_gross,equity_net,drawdown_net
2025-01-31,-0.6451888221272,0.5729170279574441,0.52,0.48,0.2378165806495195,,,1.0,1.0,4,-0.014199999999999999,0,test,-0.014199999999999999,0.0,-0.014199999999999999,0.0,-0.014199999999999999,2.7397601695841898,2.675653608462458,-0.023655779387795395
2025-02-28,-0.06986058741303161,0.6374602042816111,0.52,0.48,0.23966572061435842,,,0.0,1.0,4,-0.0575,0,test,-0.0575,1.0,-0.0,0.0005,-0.0005,2.7397601695841898,2.6743157816582266,-0.024143951498101557
2025-03-31,-0.07940894074776006,0.5936017528865482,0.52,0.48,0.23659197800343998,,,0.0,1.0,4,-0.0076,0,test,-0.0076,0.0,-0.0,0.0,-0.0,2.7397601695841898,2.6743157816582266,-0.024143951498101557
2025-04-30,0.34322235097683035,0.6789160042328816,0.52,0.48,0.20010727107503892,,,1.0,1.0,4,0.061500000000000006,1,test,0.061500000000000006,1.0,0.061500000000000006,0.0005,0.061000000000000006,2.9082554200136177,2.8374490443393783,0.0
2025-05-30,-0.8769605698851074,0.5207366519735036,0.52,0.48,0.2269572796423229,,,1.0,1.0,4,0.0496,1,test,0.0496,0.0,0.0496,0.0,0.0496,3.0525048888462933,2.9781865169386115,0.0
2025-06-30,0.028040136079396972,0.6685437918626171,0.52,0.48,0.20240899620968905,,,0.0,1.0,4,0.0217,1,test,0.0217,1.0,0.0,0.0005,-0.0005,3.0525048888462933,2.9766974236801422,-0.0004999999999999449
2025-07-31,0.23114507937615428,0.704623690968404,0.52,0.48,0.20215162582125484,,,1.0,1.0,4,0.0191,1,test,0.0191,1.0,0.0191,0.0005,0.0186,3.110807732223257,3.0320639957605926,0.0
2025-08-29,0.5293662994304409,0.7198459981297008,0.52,0.48,0.20028869685719447,,,1.0,1.0,4,0.0353,1,test,0.0353,0.0,0.0353,0.0,0.0353,3.2206192451707376,3.1390958548109413,0.0
2025-09-30,0.683444206781075,0.7560730740006452,0.55,0.48,0.20725044515090071,,,1.0,1.0,4,0.0227,1,test,0.0227,0.0,0.0227,0.0,0.0227,3.293727302036113,3.2103533307151495,0.0
2025-10-31,0.8241959466558357,0.7680020088603793,0.52,0.48,0.19796276990410963,,,1.0,1.0,4,0.0013,0,test,0.0013,0.0,0.0013,0.0,0.0013,3.2980091475287603,3.2145267900450794,0.0
2025-11-28,0.637159622777038,0.7501483885611937,0.52,0.48,0.20958850916411237,,,1.0,1.0,4,-0.0005,0,test,-0.0005,0.0,-0.0005,0.0,-0.0005,3.2963601429549962,3.212919526650057,-0.0004999999999998339
